COLUMN,UseforDiagram,TYPE,DISTINCT VALUES,VALUES INFO,SAMPLE DATA,TOTAL ROWS,ISUNIQUE,DB DATA TYPE,DB TYPE DETAILS,NULL COUNT,SORTORDER,TableName,NULL PCT
P/O_Receiving_Batch/Register_Seq_Number_____BDBTCH,1,Category,6,"0.0, 0.0, 0.0, 0.0, 0.0","0.0 (4995), 19745.0 (1), 20206.0 (1), 20224.0 (1), 20339.0 (1), 20354.0 (1)","5,000",0,nvarchar,(MAX),0,3,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
PO_Line#_____BDLINE,1,Category,3,"1.0, 1.0, 1.0, 1.0, 1.0","1.0 (4992), 2.0 (7), 0.0 (1)","5,000",0,nvarchar,(MAX),0,3,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Line_In_Use_Code_____BDINUS,1,FK,1," ,  ,  ,  ,  ",Y (21),"5,000",0,nvarchar,(MAX),4979,2,z_Purchase_Order_Detail_File_____PODETAIL,99.58%
Processed_Code_____BDPRCD,1,FK,1," ,  ,  ,  ,  ",F (1),"5,000",0,nvarchar,(MAX),4999,2,z_Purchase_Order_Detail_File_____PODETAIL,99.98%
Record_Code_____BDRECD,1,FK,3,"C, C, C, C, C","C (4858), A (141), P (1)","5,000",0,nvarchar,(MAX),0,2,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Tariff_Code_____BDTRF,1,FK,0,"               ,                ,                ,                ,                ",N/A,"5,000",0,nvarchar,(MAX),5000,2,z_Purchase_Order_Detail_File_____PODETAIL,100.00%
3_POSITION_CLASS_____BDCLS3,1,Category,11,"ABH, ABH, ATH, ATH, ATH","ABH (2401), ATH (2363), KBH (98), ATC (51), ABM (45), CBH (16), SBH (12), MMF (8), KTH (3), ABF (2)","5,000",0,nvarchar,(MAX),0,3,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
35_POSITION_DESCRIPTION_____BDMSCD,1,Text,450,"                                   , 1026                               ,                                    ,                                    , 7075 T6                            ",Distinct: 450,"5,000",0,nvarchar,(MAX),2831,4,z_Purchase_Order_Detail_File_____PODETAIL,56.62%
Calculating_Length_____BDLNTH,1,Text,723,"12.375, 240.0, 15.0, 17.5, 421.25",Distinct: 723,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
Current_Inv._Quantity_Ordered_/_Received_____BDCQOO,1,Text,124,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 124,"5,000",0,nvarchar,(MAX),0,4,z_Purchase_Order_Detail_File_____PODETAIL,0.00%
ORDER_NUMBER_____OOORDR,1,PK,"153,764","178614.0, 860935.0, 822511.0, 895760.0, 842012.0",Distinct: 153764,"153,764",1,nvarchar,(MAX),0,1,z_Open_Order_File_____OEOPNORD,0.00%
ADJ_GROSS_PROFIT_%_____OOGPPC,1,Text,"11,924","25.48, 26.870000000000001, 37.009999999999998, 25.300000000000001, 65.810000000000002",Distinct: 11924,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
CONT_CUST_NAME_____OOCCUS,1,FK,281,"                                   ,                                    ,                                    ,                                    ,                                    ",Distinct: 281,"153,764",0,nvarchar,(MAX),151688,4,z_Open_Order_File_____OEOPNORD,98.65%
CUSTOMER_NUMBER_____OOCUST,1,FK,"1,135","592.0, 138.0, 907.0, 1403.0, 189.0",Distinct: 1135,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
CUSTOMER_PO_NUMBER_____OOCPO,1,Text,"99,146","5566                  , 14039283              , 85472                 , 135587-01             , 28186                 ",Distinct: 99146,"153,764",0,nvarchar,(MAX),2838,4,z_Open_Order_File_____OEOPNORD,1.85%
CUSTOMER_SHIP-TO_____OOSHTO,1,Text,124,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 124,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
CUTTING_CHARGE_COST_OUTSIDE_____OOCCSO,1,Text,"15,028","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 15028,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
CUTTING_CHARGE_SALES_OUTSIDE_____OOCSLO,1,Text,"15,802","0.0, 0.0, 772.25, 312.5, 562.51999999999998",Distinct: 15802,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
EX_CUTTING_CHARGE_SALES_OUTSIDE_____OOXCSO,1,Text,924,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 924,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
EX_MATERIAL_SALES_____OOXMSL,1,Text,"9,197","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 9197,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
EX_NET_AR_____OOXAMT,1,Text,"9,149","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 9149,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
EX_NET_SALES_____OOXNSL,1,Text,"9,123","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 9123,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
EXCH_STATE_TAX_AMT_____OOXSTA,1,Text,"7,747","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 7747,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
Exchange_Rate_____OOXRAT,1,Text,891,"1.24118295, 0.0, 0.0, 0.0, 0.0",Distinct: 891,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
FREIGHT____OUT__COST_____OOFRTO,1,Text,44,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 44,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
FREIGHT_SALES_____OOFRTS,1,Text,162,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 162,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
Order_Type_____OOTYPE,1,Category,4,"A, A, A, A, C","A (138207), B (7213), C (5450), Q (2894)","153,764",0,nvarchar,(MAX),0,3,z_Open_Order_File_____OEOPNORD,0.00%
SPECIAL_INVOICE_HANDLING_____OOSPIY,1,Category,3,"E, E, Y, E, E","E (116967), N (18444), Y (18353)","153,764",0,nvarchar,(MAX),0,3,z_Open_Order_File_____OEOPNORD,0.00%
Tax_Country_____OOCTRY,1,Category,20,"USA, USA, USA, CAN, USA","USA (138526), CAN (10653), SGP (3315), MEX (789), MAL (176), UK  (107), UAE (63), EC  (52), GB  (23), SA  (23)","153,764",0,nvarchar,(MAX),2,3,z_Open_Order_File_____OEOPNORD,0.00%
TERMS_OF_SALE_____OOSTRM,1,Category,10,"1.0, 1.0, 1.0, 1.0, 1.0","1.0 (137438), 2.0 (10819), 90.0 (1949), 40.0 (1409), 93.0 (1183), 94.0 (838), 95.0 (75), 0.0 (31), 89.0 (16), 91.0 (6)","153,764",0,nvarchar,(MAX),0,3,z_Open_Order_File_____OEOPNORD,0.00%
GROSS_MARGIN_$_AMT_____OOGM$,1,Text,"94,353","335.63999999999999, 389.12, 255.75999999999999, 20.280000000000001, 165.84999999999999",Distinct: 94353,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
GROSS_MARGIN_%_____OOGMPC,1,Text,"11,924","29.02, 62.509999999999998, 63.689999999999998, 37.130000000000003, -216.63999999999999",Distinct: 11924,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
GROSS_PROFIT_$_AMT_____OOGP$,1,Text,"94,353","331.63999999999999, 606.70000000000005, 4939.0299999999997, 193.25999999999999, 128.34",Distinct: 94353,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
MATERIAL_COST_____OOMCST,1,Text,"94,001","1523.3099999999999, 38.719999999999999, 0.0, 8604.8099999999995, 3380.5100000000002",Distinct: 94001,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
MATERIAL_SALES_____OOMSLS,1,Text,"73,387","78.120000000000005, 1790.3399999999999, 2293.75, 16750.0, 0.0",Distinct: 73387,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
NET_A/R_____OONAR,1,Text,"63,957","615.0, 614.22000000000003, 1933.0, 3639.6500000000001, 205.02000000000001",Distinct: 63957,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
NET_COST_____OONCST,1,Text,"99,756","69.829999999999998, 5992.3400000000001, 85.150000000000006, 61.770000000000003, 0.0",Distinct: 99756,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
NET_SALES_____OONSAL,1,Text,"63,449","412.93000000000001, 75.0, 760.5, 3600.0, 905.0",Distinct: 63449,"153,764",0,nvarchar,(MAX),0,4,z_Open_Order_File_____OEOPNORD,0.00%
ACTUAL_SHIP_CENTURY_____OOACCC,1,Date (Suffix),2,"20.0, 20.0, 20.0, 20.0, 20.0","20.0 (149838), 0.0 (3926)","153,764",0,nvarchar,(MAX),0,11,z_Open_Order_File_____OEOPNORD,0.00%
ACTUAL_SHIP_DAY_____OOACDD,1,Date (Suffix),32,"27.0, 1.0, 13.0, 6.0, 19.0",Distinct: 32,"153,764",0,nvarchar,(MAX),0,11,z_Open_Order_File_____OEOPNORD,0.00%
ACTUAL_SHIP_MONTH_____OOACMM,1,Date (Suffix),13,"1.0, 1.0, 3.0, 1.0, 6.0","3.0 (15119), 1.0 (13901), 2.0 (13694), 4.0 (13279), 6.0 (12623), 5.0 (12619), 8.0 (12505), 10.0 (12468), 7.0 (11602), 11.0 (11245)","153,764",0,nvarchar,(MAX),0,11,z_Open_Order_File_____OEOPNORD,0.00%
ACTUAL_SHIP_YEAR_____OOACYY,1,Date (Suffix),16,"24.0, 23.0, 18.0, 21.0, 23.0","22.0 (25853), 23.0 (21087), 24.0 (19165), 21.0 (18906), 19.0 (16926), 18.0 (16452), 17.0 (13480), 20.0 (12489), 25.0 (6042), 0.0 (3350)","153,764",0,nvarchar,(MAX),0,11,z_Open_Order_File_____OEOPNORD,0.00%
Audited_Century_____OOAUCC,1,Date (Suffix),2,"20.0, 20.0, 20.0, 20.0, 20.0","20.0 (151376), 0.0 (2388)","153,764",0,nvarchar,(MAX),0,11,z_Open_Order_File_____OEOPNORD,0.00%
Audited_Day_____OOAUDD,1,Date (Suffix),32,"20.0, 17.0, 21.0, 4.0, 19.0",Distinct: 32,"153,764",0,nvarchar,(MAX),0,11,z_Open_Order_File_____OEOPNORD,0.00%
Audited_Month_____OOAUMM,1,Date (Suffix),13,"10.0, 1.0, 1.0, 8.0, 11.0","3.0 (14988), 1.0 (14031), 2.0 (13851), 4.0 (13404), 5.0 (12692), 10.0 (12579), 8.0 (12489), 6.0 (12471), 7.0 (11552), 9.0 (11526)","153,764",0,nvarchar,(MAX),0,11,z_Open_Order_File_____OEOPNORD,0.00%
Audited_Year_____OOAUYY,1,Date (Suffix),14,"18.0, 19.0, 23.0, 18.0, 24.0","22.0 (26006), 23.0 (21510), 24.0 (19820), 21.0 (18934), 19.0 (16804), 18.0 (16398), 17.0 (13389), 20.0 (12325), 25.0 (6084), 0.0 (2388)","153,764",0,nvarchar,(MAX),0,11,z_Open_Order_File_____OEOPNORD,0.00%
Century_____OOEXCC,1,Date (Suffix),1,"0.0, 0.0, 0.0, 0.0, 0.0",0.0 (153764),"153,764",0,nvarchar,(MAX),0,11,z_Open_Order_File_____OEOPNORD,0.00%
Effective_Century_____OOEFCC,1,Date (Suffix),2,"0.0, 0.0, 0.0, 20.0, 0.0","0.0 (143513), 20.0 (10251)","153,764",0,nvarchar,(MAX),0,11,z_Open_Order_File_____OEOPNORD,0.00%
Transaction_#_____ODORDR,1,PK,"151,231","924220.0, 866500.0, 913186.0, 932453.0, 948055.0",Distinct: 151231,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
INBOUND_ORDER_NUMBER_____ODIBOR,1,FK,"7,229","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 7229,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
Order_Type_____ODTYPE,1,Category,5,"A, A, A, A, A","A (138185), B (7211), C (5452), Q (393), I (1)","151,243",0,nvarchar,(MAX),1,3,z_Order_Detail_File_____OEDETAIL,0.00%
ITEM_NUMBER_____ODITEM,1,FK,"2,154","51183, 50178, 51428, 50013, 51102",Distinct: 2154,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
CRT_DESCRIPTION_____ODCRTD,1,Text,"5,644","5.000 ROUND BAR                    , 11.000 OD 2.750 ID 4.125 WALL      , 5.000 OD 2.250 ID 1.375 WALL       , 14.375 OD 12.375 ID 1.000 WALL     , 3.250 ROUND BAR                    ",Distinct: 5644,"151,243",0,nvarchar,(MAX),1,4,z_Order_Detail_File_____OEDETAIL,0.00%
CUSTOMER_NUMBER_____ODCUST,1,FK,"1,134","513.0, 227.0, 189.0, 378.0, 754.0",Distinct: 1134,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
CUSTOMER_PART_NUMBER_____ODCPRT,1,Text,"35,918","R-4340D-05.250           , 120030302                , 955249                   ,                          , RS 6.750 BW              ",Distinct: 35918,"151,243",0,nvarchar,(MAX),70079,4,z_Order_Detail_File_____OEDETAIL,46.34%
CUSTOMER_REFERENCE_____ODCREF,1,FK,"95,949","VERBAL ARIANA            , 838848                   , 2945                     , PO13236 ITEM 4           , 0088277-00               ",Distinct: 95949,"151,243",0,nvarchar,(MAX),5594,4,z_Order_Detail_File_____OEDETAIL,3.70%
3_POSITION_CLASS_____ODCLAS,1,Text,24,"ATH, ABH, ATH, ABH, ATH",Distinct: 24,"151,243",0,nvarchar,(MAX),1,4,z_Order_Detail_File_____OEDETAIL,0.00%
ADJUSTED_BOOK_PRICE_____ODJPRC,1,Text,"5,256","1.7, 1.6899999999999999, 1.8, 2.1000000000000001, 2.1000000000000001",Distinct: 5256,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
ADJUSTED_BOOK_PRICE_EXT_____ODJEXT,1,Text,"63,456","0.0, 347.20999999999998, 0.0, 489.38999999999999, 570.72000000000003",Distinct: 63456,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
AVG_COST_EXT_____ODACSX,1,Text,"94,300","139.00999999999999, 73.489999999999995, 282.75999999999999, 24251.139999999999, 8174.6599999999999",Distinct: 94300,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
BASE/BOOK_PRICE_____ODBPRC,1,Text,"5,256","0.0, 2.25, 1.3, 175.75, 0.0",Distinct: 5256,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
BASE/BOOK_PRICE_EXT_____ODBEXT,1,Text,"63,456","317.94999999999999, 648.71000000000004, 222.75, 702.88999999999999, 74.640000000000001",Distinct: 63456,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
CALCULATING_LENGTH_____ODLENG,1,Text,"7,089","328.0, 15.0, 31.0, 9.0, 31.25",Distinct: 7089,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
COSTING_METHOD_COST_EXT_____ODCSTX,1,Text,"94,035","243.99000000000001, 999.72000000000003, 777.15999999999997, 200.56999999999999, 128.69999999999999",Distinct: 94035,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
COSTING_METHOD_UNIT_COST_____ODUCST,1,Text,"87,951","39.533900000000003, 129.33619999999999, 0.0, 189.64580000000001, 13.4244",Distinct: 87951,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
Display_Length_____ODDSPL,1,Text,"10,740","40.25    , 12.25    , 13       ,    32.000, 240      ",Distinct: 10740,"151,243",0,nvarchar,(MAX),29,4,z_Order_Detail_File_____OEDETAIL,0.02%
Display_Width_____ODDSPW,1,Text,31,"         ,          ,          ,          ,          ",Distinct: 31,"151,243",0,nvarchar,(MAX),108021,4,z_Order_Detail_File_____OEDETAIL,71.42%
EXCHANGE_$_AMT_____ODXAMT,1,Text,"9,126","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 9126,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
EXCHANGE_PRICE_____ODXSEL,1,Text,"6,206","0.0, 0.0, 0.0, 5.6399999999999997, 0.0",Distinct: 6206,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
FREIGHT____OUT__COST_____ODFRTO,1,Text,44,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 44,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
Inner_Diameter_____ODIND,1,Text,"1,350","0.0, 3.75, 5.5, 0.0, 1.75",Distinct: 1350,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
INVENTORY_RESERVE_QUANTITY_____ODINVR,1,Text,"17,361","1.292, 2.0630000000000002, 2.7080000000000002, 2.2080000000000002, 10.167",Distinct: 17361,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
MATERIAL_WEIGHT_____ODMLBS,1,Text,"11,567","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 11567,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
NEGOTIATED_SELL_$_EXT_____ODSLSX,1,Text,"63,396","8371.9099999999999, 2931.3200000000002, 1770.1300000000001, 2205.0, 2925.0",Distinct: 63396,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
NEGOTITED_SELL_PRICE_____ODUSEL,1,Text,"30,968","2780.0, 6.5122999999999998, 44.0, 1217.0, 40.0",Distinct: 30968,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
ORDER_QUANTITY_____ODIQTY,1,Text,"11,480","105.0, 30.5, 46.25, 1.0, 10.0",Distinct: 11480,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
Orig_Cost_Factor_____ODOCST,1,Text,"6,909","0.0, 0.0, 1.5, 0.0, 28.5",Distinct: 6909,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
ORIGINAL_QUANTITY_ORDERED_____ODORQT,1,Text,"4,357","3.0, 1.0, 15.0, 10.0, 100.0",Distinct: 4357,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
Outside_Diameter_____ODOUTD,1,Text,854,"7.25, 4.0, 6.75, 5.0, 3.75",Distinct: 854,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
PRORATED_FREIGHT_SALES_____ODFRTS,1,Text,162,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 162,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
SALES_DISCOUNT_____ODDISC,1,Text,"4,646","0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 4646,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
SCRAP_DEVALUATION_____ODSDEV,1,Text,678,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 678,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
SIZE_1_____ODSIZ1,1,Text,189,"3.5, 1.0, 5.25, 6.25, 11.0",Distinct: 189,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
SIZE_2_____ODSIZ2,1,Text,239,"3.5, 0.0, 0.0, 0.0, 0.0",Distinct: 239,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
SIZE_3_____ODSIZ3,1,Text,224,"0.0, 0.0, 0.0, 0.0, 0.75",Distinct: 224,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
STOCK_INV.QTY_FOR_PRICING_____ODINVP,1,Text,"17,641","4.8959999999999999, 13.0, 89.75, 1.208, 274.66300000000001",Distinct: 17641,"151,243",0,nvarchar,(MAX),0,4,z_Order_Detail_File_____OEDETAIL,0.00%
