COLUMN,UseforDiagram,TYPE,DISTINCT VALUES,VALUES INFO,SAMPLE DATA,TOTAL ROWS,ISUNIQUE,DB DATA TYPE,DB TYPE DETAILS,NULL COUNT,SORTORDER,TableName,NULL PCT
Report_Line_7_____GARP7,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_8_____GARP8,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Report_Line_9_____GARP9,1,Category/Code,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",258,0,nvarchar,(MAX),0,7,z_General_Ledger_Account_file_____GLACCT,0.00%
Last_Maintained_Day_____GALMDD,1,Text,29,"6.0 (80), 10.0 (52), 9.0 (36), 12.0 (26), 2.0 (12), 4.0 (12), 11.0 (11), 1.0 (11), 5.0 (8), 8.0 (5)","19.0, 14.0, 26.0, 19.0, 11.0",258,0,nvarchar,(MAX),0,8,z_General_Ledger_Account_file_____GLACCT,0.00%
Vendor_#_____VVNDR,1,PK,730,N/A,"624.0, 752.0, 771.0, 587.0, 439.0",730,1,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Name_____VNAME,1,Short Text,705,N/A,"JOHN SINITIERE                     , HAMILTON METALS                    , PGC LOGISTICS LLC                  , ATLAS COPCO COMPRESSORS LLC        , BUDERUS EDELSTAHL GMBH             ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Federal_ID_Number_____VFEDID,1,FK,482,N/A,"208216282.0, 161620809.0, 760396056.0, 852876498.0, 760163468.0",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
SCAC_code_____VSCAC,1,FK,23,"                  (708), AAC               (1), ACT               (1), CTS               (1), CUS               (1), DGM               (1), DMM               (1), DOW               (1), FJW               (1), G&S               (1)","                 ,                  ,                  ,                  ,                  ",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
Default_G/L#_____VGLACT,1,FK,68,"4101120000.0 (97), 4209900000.0 (74), 4103200000.0 (58), 0.0 (53), 4203300000.0 (49), 4203900000.0 (41), 4103100000.0 (31), 4406600000.0 (25), 4103300000.0 (20), 4304800000.0 (20)","4304800000.0, 4203300000.0, 4404300000.0, 4201600000.0, 4101120000.0",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Alpha_Search_____VALPHA,1,Short Text,706,N/A,"GROVES INDUSTRIAL        , GLOBAL INDUSTRIAL        , PAVECON LTD              , W M DEWEY & SON INC      , TOPWATER GRAPHICS        ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
CITY_25_POS_____VCITY,1,Short Text,206,"HOUSTON                   (261), .                         (63), DALLAS                    (39), CAROL STREAM              (16), CHICAGO                   (9), LAFAYETTE                 (9), SPRING                    (9), THE WOODLANDS             (9), ATLANTA                   (8), CYPRESS                   (8)","MOBILE                   , .                        , PALATINE                 , HOUSTON                  , HOUSTON                  ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
ZIP_CODE_12_POS_____VZIP,1,FK,429,N/A,"77040       , 77032       , .           , 77530       , 77386       ",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Address_1_____VADDR1,1,Short Text,665,N/A,"2800 Post Oak Boulevard            , 11525 BRITTMOORE PARK DR           , 363 N SAM HOUSTON PARKWAY EAST     , 2 PARK AVE, STE 1600               , 240 S BRIDGE ST, STE 300           ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Address_2_____VADDR2,1,Short Text,95,"                                    (615), PO BOX 5019                         (7), PO BOX 4524                         (4), STE 200                             (4), .                                   (3), 230119 SLATINA, ROMANIA             (2), P.O. BOX 105414                     (2), PO BOX 5014                         (2), PO BOX 731137                       (2), SUITE 2100                          (2)","                                   ,                                    ,                                    ,                                    , 20872 CORNATE D'ADDA (MB)          ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Address_3_____VADDR3,1,Category,12,"                                    (717), .                                   (3), 10083-FAVRIA (TORINO)               (1), 300 WEST MAIN ST                    (1), 400 Howard Street                   (1), 4513 WESTERN AVE.                   (1), 700 W PONT DES MOUTON               (1), ALEGRE                              (1), CHINA PC 435000                     (1), HUNGSHI,HUBEI, CHINA PC 435000      (1)","                                   ,                                    , CHINA PC 435000                    ,                                    ,                                    ",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
Vendor_FAX_Number_____VFPHON,1,Short Text,134,"                   (594), 713 697 1035       (2), 832 399 1024       (2), 86 714 6297222     (2), .                  (1), 1 800 295 5571     (1), 212 216 9456       (1), 248 398 1434       (1), 281 320 9647       (1), 281 363 1902       (1)","                  ,                   ,                   , 508.533.5691      , 847 283 7260      ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Phone_Number_____VPHONE,1,Short Text,338,"                   (379), 281 449 8500       (2), 281 820 8070       (2), 713 239 0397       (2), 713 365 3800       (2), 713 670 9199       (2), 713 697 3033       (2), 713 856 2000       (2), 713 964 0022       (2), 800 358 1111       (2)","800 358 1111      , 832 597 9329      , 713 697 3033      , 800 964 1917      , 800 465 3717      ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
E-MAIL_ADDRESS_____VEMAL,1,Short Text,82,"                                                   (649), ACCOUNTS@FMGPUBLISHING.COM                         (1), ACCOUNTSRECEIVABLE@CERDIAN.COM                     (1), ACCOUNTSRECEIVABLE@HAMILTONMETALS.COM              (1), ADAM@AHPRODUCTS.COM                                (1), addicksfire@sbcglobal.net                          (1), AGRAZIANO@JWFGRP.COM                               (1), ALA@PRO-GRIND.COM                                  (1), ALLPROAIR@YAHOO.COM                                (1), AR@DGM-USA.COM                                     (1)","                                                  ,                                                   ,                                                   , linda@breninc.com                                 ,                                                   ",730,0,nvarchar,(MAX),0,8,z_Vendor_Master_File_____APVEND,0.00%
WEB_SITE_ADDRESS_____VWEBS,1,Category,19,"                                                   (712), MYACCUTEK.COM                                      (1), WWW.BDO.CA                                         (1), WWW.BISHOPSAVES.COM                                (1), WWW.BOCTRUCKING.COM                                (1), WWW.BRENINC.COM                                    (1), WWW.CARMELINDUSTRIES.COM                           (1), WWW.CASSCOGRIND.COM                                (1), WWW.CONCENTRA.COM                                  (1), WWW.CROMDANESTEEL.COM                              (1)","WWW.FEDEX.COM                                     , WWW.WHITEBUFFALOSERVICES.COM                      ,                                                   ,                                                   ,                                                   ",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
State_Code_____VSTATE,1,FK,41,"TX (428), .  (61), IL (49), LA (31), PA (15), CA (14), AB (11), OH (11), GA (8),    (7)","TX, TX, TX, IL, TX",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
Country_____VCNTRY,1,Quantity (Name Suggests),9,"USA (693), CAN (27), I   (2), SGP (2), VRC (2), BR  (1), D   (1), E   (1), N   (1)","USA, USA, USA, N  , USA",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
Ctry_of_Origin_____VCORIG,1,Category,6,"USA (702), CAN (23), RO  (2),     (1), D   (1), I   (1)","USA, USA, USA, USA, USA",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
Days_Due_____VDAYDU,1,Category,6,"30.0 (709), 1.0 (16), 15.0 (2), 10.0 (1), 20.0 (1), 25.0 (1)","30.0, 30.0, 30.0, 30.0, 30.0",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
Material_Type_D/I/C_____VMATL,1,Boolean (Likely),2,"D (716), I (14)","D, D, D, D, D",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
Cage_Code_____VCAGE,1,FK,1,-730,"     ,      ,      ,      ,      ",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
Taxation_ID_Number_____VTAXID,1,FK,1,-730,"                         ,                          ,                          ,                          ,                          ",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
Record_Code_____VRECD,1,FK,2,"A (507), I (223)","A, A, A, A, A",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
County_Code_____VCNTY,1,FK,1,-730,"  ,   ,   ,   ,   ",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
Language_Code_____VLANG,1,FK,1,-730,"   ,    ,    ,    ,    ",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
PAYMENT_CODE_____VVPAYM,1,FK,1,0.0 (730),"0.0, 0.0, 0.0, 0.0, 0.0",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
Freight_Terms_____VFRTRM,1,Category,3,"1.0 (726), 3.0 (3), 5.0 (1)","1.0, 1.0, 1.0, 1.0, 1.0",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
VENDOR_DESIGNATION_CODE_____VDECO,1,FK,1,-730,"  ,   ,   ,   ,   ",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
Vendor_Parent_Code_____VPCODE,1,FK,1,-730,"    ,     ,     ,     ,     ",730,0,nvarchar,(MAX),0,1,z_Vendor_Master_File_____APVEND,0.00%
_____VFLAG3,1,Category,1,-730," ,  ,  ,  ,  ",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
_____VFLAG5,1,Category,1,-730," ,  ,  ,  ,  ",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
_____VFLAG6,1,Category,1,-730," ,  ,  ,  ,  ",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
1099_Required_____VR1099,1,Boolean (Likely),2,"N (623), Y (107)","N, N, N, N, N",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
A/R_Customer_Number_____VCCUST,1,Category,1,0.0 (730),"0.0, 0.0, 0.0, 0.0, 0.0",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
ALLOW_NON-INV_RCPT_ENTRY_____VNIRCE,1,Category,1,N (730),"N, N, N, N, N",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
Century_Vendor_Added_____VADDCC,1,Boolean (Likely),2,"20.0 (729), 19.0 (1)","20.0, 20.0, 20.0, 20.0, 20.0",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
COMPANY_NUMBER_____VCOMP,1,Category,1,1.0 (730),"1.0, 1.0, 1.0, 1.0, 1.0",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
County_Name_____VCONM,1,Quantity (Name Suggests),2,"                          (727), USA                       (3)","                         ,                          ,                          ,                          ,                          ",730,0,nvarchar,(MAX),0,7,z_Vendor_Master_File_____APVEND,0.00%
ITEM_NUMBER_____IMITEM,1,PK,"2,613",Distinct: 2613,"51109, 52625, 50599, 52411, 50122","2,613",0,nvarchar,(MAX),0,2,z_Item_Master_File_____ITEMMAST,0.00%
Rem_Item_Code_____IMREM,1,FK,"2,611",Distinct: 2611,"52255, 50755, 51855, 50159, 52469","2,613",0,nvarchar,(MAX),0,2,z_Item_Master_File_____ITEMMAST,0.00%
X-Reference_Item_Number_____IMXITM,1,FK,"2,609",Distinct: 2609,"50801, 51924, 50388, 50833, 52347","2,613",0,nvarchar,(MAX),0,7,z_Item_Master_File_____ITEMMAST,0.00%
Outside_Diameter_____IMOUTD,1,Text,220,Distinct: 220,"4.25, 7.875, 22.0, 11.5, 10.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Size_1_____IMSIZ1,1,Text,223,Distinct: 223,"4.0, 9.0, 3.2400000000000002, 7.25, 7.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Size_2_____IMSIZ2,1,Text,293,Distinct: 293,"3.75, 0.0, 5.0, 0.81499999999999995, 10.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Size_3_____IMSIZ3,1,Text,288,Distinct: 288,"0.0, 1.5, 0.0, 2.25, 0.625","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Wall_____IMWALL,1,Text,287,Distinct: 287,"0.0, 0.33700000000000002, 0.875, 0.0, 1.1875","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Item_Print_Descr_One_____IMDSC1,1,Text,897,Distinct: 897,"2.000 ROUND BAR               , 6.750 OD 3.250 ID 1.750 WALL  , 1.500 ROUND BAR               , 3.000 ROUND BAR               , 5.250 ROUND BAR               ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Item_Print_Descr_Two_____IMDSC2,1,Text,992,Distinct: 992,"HF 4340  ANN                  , HF 4140  ANN                  , HF A106B/C AR                 , HF 4130M Q125..               , HF 8630 AR                    ","2,613",0,nvarchar,(MAX),3,4,z_Item_Master_File_____ITEMMAST,0.11%
Fast_Path_Item_Description_____IMFSP2,1,Text,"2,586",Distinct: 2586,"AB17.000-00.000 HF 4140 110 KSI QT                                    , AB16.000-00.000 HF 4130M7 NORM                                        , AT08.750-04.000 HF 4130M7  ANN                                        , AB30.500-00.000 HF 4130 80 KSI NQT                                    , AB06.250-00.000 HF 4340 110KSI QT                                     ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
CRT_Description_____IMCRTD,1,Text,"2,598",Distinct: 2598,"7.000 BAR HF 4140 110KSI QT++      , 8.50 4.00 2.25 HF4130M7 NQT 285/352, 12.000 8.000 2.000 HF 4130M 125KSI , 2.750 BAR HF 4140 AR               , 14.000 BAR HF 4330V  AR            ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Print_P.O._Description_____IMFDSC,1,Text,"2,598",Distinct: 2598,"4.750 3.500 .625 HF 4140 LN80 QT++ , 2.335 1.710 .313 CD 4130 LN80 QT   , 11.0 4.25 3.375 4340 125KSI 300/341, 3.000 BAR HF 4130 80KSI QT++       , 00.000 00.000 TUBE BUYOUT          ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
25_POSITION_ALPHA_____IMXRF2,1,Text,"1,117",Distinct: 1117,"                         , 52229                    , 52481                    ,                          , 51818                    ","2,613",0,nvarchar,(MAX),1496,4,z_Item_Master_File_____ITEMMAST,57.25%
Scrap_Item_Code_____IMSCRP,1,FK,4,"99999 (2610), 50678 (1), A9999 (1), MISC  (1)","99999, 99999, 99999, 99999, 99999","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
Company_SMO_____IMCSMO,1,Text,34,Distinct: 34,"STB01                              , DEFAULT                            , DEFAULT                            , STB01                              , STB17                              ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Average_Material_Receipt_Cost_____IMAVRC,1,Text,"1,498",Distinct: 1498,"0.0, 1602.5279, 80.484300000000005, 161.56460000000001, 62.036700000000003","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Last_Receipt_Cost_____IMRCST,1,Text,"1,472",Distinct: 1472,"0.0, 0.0, 0.0, 0.0, 0.0218","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Last_Receipt_Purchase_Order_____IMPORD,1,Text,"1,484",Distinct: 1484,"513987.0, 514072.0, 514292.0, 514156.0, 515445.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Numeric_Thickness_____IMTHIK,1,Category,19,"0.0 (2581), 10.5 (6), 12.25 (3), 10.25 (2), 11.25 (2), 12.0 (2), 13.25 (2), 14.125 (2), 16.0 (2), 9.25 (2)","0.0, 0.0, 0.0, 0.0, 0.0","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
"VALUES_=_LB_,_CWT,_EA_,_MPC_FT_,_CFT,_SFT,_CSF_____IMCUOM",1,Category,3,"FT  (2573), LB  (38), EA  (2)","FT , FT , FT , FT , FT ","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
W_=_LBS__P_=_PCS__S_=_SFT__F_=_FT_____IMMCOD,1,Category,3,"F (2541), W (70), P (2)","F, F, F, F, F","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
W_=_WEIGHTED_P_=_PIECE_F_=_FOOT_S_=_SQUARE_FOOTM_=_____IMICOD,1,Category,3,"F (2572), W (39), P (2)","F, F, F, F, F","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
WEB_THICKNESS_____IMWTHK,1,Category,18,"   10.5000 (6),    12.2500 (3),     9.2500 (2),    10.2500 (2),    11.2500 (2),    12.0000 (2),    13.2500 (2),    14.1250 (2),    16.0000 (2),     1.2500 (1)","          ,           ,           ,           ,           ","2,613",0,nvarchar,(MAX),2581,4,z_Item_Master_File_____ITEMMAST,98.78%
3_POSITION_CLASS_____IMCLS3,1,Text,30,Distinct: 30,"ATH, CBH, ATH, CTH, KTH","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
C_=_COIL__S_=_SHEET__P_=_PLATE__O_=_OTHER_T_=_TUBE_____IMSHAP,1,Category,5,"T (1501), B (1077), P (30), O (3), L (1)","T, T, T, T, B","2,613",0,nvarchar,(MAX),1,3,z_Item_Master_File_____ITEMMAST,0.04%
Inner_Diameter_____IMIND,1,Text,286,Distinct: 286,"4.5, 0.0, 2.0, 3.5, 3.5","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Weight_Factor_____IMWGTF,1,Text,772,Distinct: 772,"4.50569182, 98.123955159999994, 64.303453610000005, 10.55500028, 13.79520458","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
WEB_O.D._____IMWOD,1,Text,219,Distinct: 219,"   11.500,    11.810,     6.625,     2.125,     2.625","2,613",0,nvarchar,(MAX),36,4,z_Item_Master_File_____ITEMMAST,1.38%
WEB_WALL_____IMWWAL,1,Text,279,Distinct: 279,"    0.875,     1.000,          ,          ,     1.500","2,613",0,nvarchar,(MAX),1118,4,z_Item_Master_File_____ITEMMAST,42.79%
Weight_Per_Foot_____IMWPFT,1,Text,754,Distinct: 754,"140.22499999999999, 73.593000000000004, 61.578000000000003, 290.92099999999999, 16.350999999999999","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Calculating_Length_____IMLNTH,1,Text,30,Distinct: 30,"240.0, 240.0, 240.0, 240.0, 240.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Calculating_Width_____IMWDTH,1,Category,19,"0.0 (2581), 20.625 (5), 12.25 (3), 10.25 (2), 11.25 (2), 13.25 (2), 14.125 (2), 15.5 (2), 16.0 (2), 16.25 (2)","0.0, 0.0, 0.0, 0.0, 0.0","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
Display_Length_____IMDSPL,1,Text,70,Distinct: 70,"R/L      , R/L      , 17'/27'RL, R/L      , R/L      ","2,613",0,nvarchar,(MAX),3,4,z_Item_Master_File_____ITEMMAST,0.11%
1_-_AVERAGE_COSTING__2_-_TAG_COSTING_3_-_TRANSACTI_____IMCSMD,1,Category,3,"1 (2610), 3 (2), 2 (1)","1, 1, 1, 1, 1","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
Record_Code_____IMRECD,1,Flag (%RECD),2,"A (2571), I (42)","A, A, A, A, A","2,613",Flag,nvarchar,(MAX),0,10,z_Item_Master_File_____ITEMMAST,0.00%
Reference_Code_____IMRFC2,1,FK,4,".                         (3), SB                        (3), 0                         (1), S                         (1)","                         ,                          ,                          ,                          ,                          ","2,613",0,nvarchar,(MAX),2605,2,z_Item_Master_File_____ITEMMAST,99.69%
Scrap_Item_Flag_____IMSCRF,1,Flag (2 Values),2,"N (2610), Y (3)","N, N, N, N, N","2,613",Flag,nvarchar,(MAX),0,10,z_Item_Master_File_____ITEMMAST,0.00%
